0.0,0.0,0.0,0.0,0.0,203.07764,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,171.32718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,543.33356,0.0,0.0,0.0,320.35138,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,201.30823,75.47185,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.52997,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0833,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
