0.0,100.0,738.6643,341.07184,402.2849,203.07764,462.3048,761.21454,486.00412,483.07913
0.0,0.0,648.5561,266.32687,395.79034,213.6001,463.57956,704.14087,433.82025,389.43152
0.0,0.0,0.0,416.08417,607.4743,668.08545,682.94617,320.35138,395.37958,262.21695
0.0,0.0,0.0,0.0,281.46048,252.00198,356.9323,459.94583,192.26813,187.52806
0.0,0.0,0.0,0.0,0.0,201.30823,75.47185,478.35132,215.05814,468.98853
0.0,0.0,0.0,0.0,0.0,0.0,259.41595,615.57446,326.07513,436.19183
0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.34903,290.52997,544.4604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0833,414.606
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.05548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
